state_code,State,District,City,Category,Sub-category,Micro-category,Product,Month
17,Nagaland,Kohima,Kohima,Fish,Freshwater,Mahseer,Chocolate Mahseer,
17,Nagaland,Kohima,Kohima,Fish,Freshwater,Murrel,Snakehead Murrel,
17,Nagaland,Kohima,Kohima,Fish,Freshwater,Carp,Mrigal Carp,
17,Nagaland,Kohima,Kohima,Fish,Seawater,Catfish,Catfish,
17,Nagaland,Dimapur,Dimapur,Fish,Seawater,Catfish,Catfish,
17,Nagaland,Dimapur,Dimapur,Fish,Freshwater,Mahseer,Chocolate Mahseer,
17,Nagaland,Dimapur,Dimapur,Fish,Freshwater,Carp,Grass Carp,
17,Nagaland,Kohima,Kohima,Flowers,Purple flowers,Rhododendron,Rhododendron,
17,Nagaland,Kohima,Kohima,Flowers,Pink flowers,Orchid,Foxtail Orchid,
17,Nagaland,Kohima,Kohima,Flowers,White flowers,Jasmine,Coral Jasmine,
17,Nagaland,Dimapur,Dimapur,Flowers,Red flowers,Rose,Red Rose,
17,Nagaland,Dimapur,Dimapur,Flowers,Purple flowers,Rhododendron,Rhododendron,
17,Nagaland,Dimapur,Dimapur,Flowers,Pink flowers,Orchid,Foxtail Orchid,
18,Jammu & Kashmir,Jammu,Jammu,Fruits,All season,Apple,Kashmiri Apple,
18,Jammu & Kashmir,Jammu,Jammu,Fruits,Seasonal,Mango,Alphonso Mango,
18,Jammu & Kashmir,Jammu,Jammu,Fruits,All season,Guava,Lalit Guava,
18,Jammu & Kashmir,Srinagar,Srinagar,Fruits,Seasonal,Litchi,Shahi Litchi,
18,Jammu & Kashmir,Srinagar,Srinagar,Fruits,All season,Apple,Kashmiri Apple,
18,Jammu & Kashmir,Srinagar,Srinagar,Fruits,Citrus Fruits,Orange,Mandarin Orange,
18,Jammu & Kashmir,Rajouri,Rajouri,Fruits,Seasonal,Peach,Peach,
18,Jammu & Kashmir,Rajouri,Rajouri,Fruits,Seasonal,Pear,Asian Pear,
18,Jammu & Kashmir,Rajouri,Rajouri,Fruits,All season,Apple,Kashmiri Apple,
18,Jammu & Kashmir,Anantnag,Anantnag,Fruits,Seasonal,Plums,Plums,
18,Jammu & Kashmir,Anantnag,Anantnag,Fruits,Seasonal,Apricot,Kashmiri Apricot,
18,Jammu & Kashmir,Anantnag,Anantnag,Fruits,Citrus Fruits,Lemon,Sweet Lemon,
18,Jammu & Kashmir,Pulwama,Pulwama,Fruits,Seasonal,Mango,Alphonso Mango,
18,Jammu & Kashmir,Pulwama,Pulwama,Fruits,All season,Apple,Kashmiri Apple,
18,Jammu & Kashmir,Pulwama,Pulwama,Fruits,Seasonal,Apricot,Kashmiri Apricot,
18,Jammu & Kashmir,Jammu,Jammu,Vegetables,Seasonal,Cruciferous vegetables,Cabbage,
18,Jammu & Kashmir,Jammu,Jammu,Vegetables,All season,Potato,Kufri Chandramukhi Potato,
18,Jammu & Kashmir,Jammu,Jammu,Vegetables,Seasonal,Beans,French Beans,
18,Jammu & Kashmir,Srinagar,Srinagar,Vegetables,Seasonal,Okra,Lady finger,
18,Jammu & Kashmir,Srinagar,Srinagar,Vegetables,Seasonal,Cruciferous vegetables,Cauliflower,
18,Jammu & Kashmir,Srinagar,Srinagar,Vegetables,Seasonal,Okra,Lady finger,
18,Jammu & Kashmir,Rajouri,Rajouri,Vegetables,Seasonal,Tomato,Pusa Ruby Tomato,
18,Jammu & Kashmir,Rajouri,Rajouri,Vegetables,Seasonal,Cruciferous vegetables,Cabbage,
18,Jammu & Kashmir,Rajouri,Rajouri,Vegetables,Seasonal,Tomato,Rosada Tomato,
18,Jammu & Kashmir,Anantnag,Anantnag,Vegetables,Seasonal,Cruciferous vegetables,Broccoli,
18,Jammu & Kashmir,Anantnag,Anantnag,Vegetables,All season,Potato,Kufri Jyoti Potato,
18,Jammu & Kashmir,Anantnag,Anantnag,Vegetables,All season,Cucumber,Long Green Cucumber,
18,Jammu & Kashmir,Pulwama,Pulwama,Vegetables,All season,Onion,Pusa Red Onion,
18,Jammu & Kashmir,Pulwama,Pulwama,Vegetables,All season,Garlic,Garlic,
18,Jammu & Kashmir,Pulwama,Pulwama,Vegetables,Melons,Pumpkin,Pumpkin,
18,Jammu & Kashmir,Jammu,Jammu,Dairy products,Dairy products,Paneer,Paneer,
18,Jammu & Kashmir,Jammu,Jammu,Dairy products,Dairy products,Milk,Liquid milk,
18,Jammu & Kashmir,Jammu,Jammu,Dairy products,Dairy products,Butter,Butter,
18,Jammu & Kashmir,Srinagar,Srinagar,Dairy products,Dairy products,Ghee,Pure Ghee,
18,Jammu & Kashmir,Srinagar,Srinagar,Dairy products,Dairy products,Paneer,Paneer,
18,Jammu & Kashmir,Srinagar,Srinagar,Dairy products,Dairy products,Milk,Liquid milk,
18,Jammu & Kashmir,Rajouri,Rajouri,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt,
18,Jammu & Kashmir,Rajouri,Rajouri,Dairy products,Dairy products,Ghee,Pure Ghee,
18,Jammu & Kashmir,Rajouri,Rajouri,Dairy products,Dairy products,Curd,Dahi,
18,Jammu & Kashmir,Anantnag,Anantnag,Dairy products,Dairy products,Lassi,Lassi,
18,Jammu & Kashmir,Anantnag,Anantnag,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt,
18,Jammu & Kashmir,Anantnag,Anantnag,Dairy products,Dairy products,Butter,Butter,
18,Jammu & Kashmir,Pulwama,Pulwama,Dairy products,Dairy products,Milk,Liquid milk,
18,Jammu & Kashmir,Pulwama,Pulwama,Dairy products,Dairy products,Cheese,Cheese,
18,Jammu & Kashmir,Pulwama,Pulwama,Dairy products,Frozen desserts,Ice-cream,Ice-cream,
18,Jammu & Kashmir,Jammu,Jammu,Grocery,Household items,Wheat,Wheat,
18,Jammu & Kashmir,Jammu,Jammu,Grocery,Household items,Dal,Moong Dal,
18,Jammu & Kashmir,Jammu,Jammu,Grocery,Beverages,Tea,Tea,
18,Jammu & Kashmir,Srinagar,Srinagar,Grocery,Household items,Rice,Shalimar Rice,
18,Jammu & Kashmir,Srinagar,Srinagar,Grocery,Household items,Dal,Arhar Dal,
18,Jammu & Kashmir,Srinagar,Srinagar,Grocery,Beverages,Tea,Tea,
18,Jammu & Kashmir,Rajouri,Rajouri,Grocery,Household items,Rice,Basmati Rice,
18,Jammu & Kashmir,Rajouri,Rajouri,Grocery,Household items,Dal,Urad Dal,
18,Jammu & Kashmir,Rajouri,Rajouri,Grocery,Beverages,Coffee,Coffee,
18,Jammu & Kashmir,Anantnag,Anantnag,Grocery,Household items,Rice,Shalimar Rice,
18,Jammu & Kashmir,Anantnag,Anantnag,Grocery,Household items,Wheat,Wheat,
18,Jammu & Kashmir,Anantnag,Anantnag,Grocery,Beverages,Coffee,Coffee,
18,Jammu & Kashmir,Pulwama,Pulwama,Grocery,Household items,Rice,Basmati Rice,
18,Jammu & Kashmir,Pulwama,Pulwama,Grocery,Household items,Dal,Moong Dal,
18,Jammu & Kashmir,Pulwama,Pulwama,Grocery,Beverages,Tea,Tea,
18,Jammu & Kashmir,Jammu,Jammu,Bakery,Bakery products,Bread,Bread,
18,Jammu & Kashmir,Jammu,Jammu,Bakery,Bakery products,Cookies,Cookies,
18,Jammu & Kashmir,Srinagar,Srinagar,Bakery,Bakery products,Cakes,Cakes,
18,Jammu & Kashmir,Srinagar,Srinagar,Bakery,Bakery products,Cup-cakes,Cup-cakes,
18,Jammu & Kashmir,Rajouri,Rajouri,Bakery,Bakery products,Brownie,Brownie,
18,Jammu & Kashmir,Rajouri,Rajouri,Bakery,Bakery products,Bread,Bread,
18,Jammu & Kashmir,Pulwama,Pulwama,Bakery,Bakery products,Cookies,Cookies,
18,Jammu & Kashmir,Pulwama,Pulwama,Bakery,Bakery products,Brownie,Brownie,
18,Jammu & Kashmir,Anantnag,Anantnag,Bakery,Bakery products,Bread,Bread,
18,Jammu & Kashmir,Anantnag,Anantnag,Bakery,Bakery products,Cookies,Cookies,
18,Jammu & Kashmir,Jammu,Jammu,Meat,Red Meat,Mutton,Mutton,
18,Jammu & Kashmir,Jammu,Jammu,Meat,Red Meat,Beef,Beef,
18,Jammu & Kashmir,Jammu,Jammu,Meat,White Meat,Chicken,Chicken,
18,Jammu & Kashmir,Srinagar,Srinagar,Meat,Red Meat,Pork,Pork,
18,Jammu & Kashmir,Srinagar,Srinagar,Meat,Red Meat,Mutton,Mutton,
18,Jammu & Kashmir,Srinagar,Srinagar,Meat,Red Meat,Beef,Beef,
18,Jammu & Kashmir,Rajouri,Rajouri,Meat,White Meat,Chicken,Chicken,
18,Jammu & Kashmir,Rajouri,Rajouri,Meat,Red Meat,Mutton,Mutton,
18,Jammu & Kashmir,Rajouri,Rajouri,Meat,Red Meat,Beef,Beef,
18,Jammu & Kashmir,Anantnag,Anantnag,Meat,White Meat,Chicken,Chicken,
18,Jammu & Kashmir,Anantnag,Anantnag,Meat,Red Meat,Pork,Pork,
18,Jammu & Kashmir,Anantnag,Anantnag,Meat,Red Meat,Mutton,Mutton,
18,Jammu & Kashmir,Pulwama,Pulwama,Meat,Red Meat,Beef,Beef,
18,Jammu & Kashmir,Pulwama,Pulwama,Meat,White Meat,Chicken,Chicken,
18,Jammu & Kashmir,Pulwama,Pulwama,Meat,Red Meat,Mutton,Mutton,
18,Jammu & Kashmir,Jammu,Jammu,Fish,Freshwater,Carp,Grass Carp,
18,Jammu & Kashmir,Jammu,Jammu,Fish,Freshwater,Rohu,Rohu,
18,Jammu & Kashmir,Srinagar,Srinagar,Fish,Freshwater,Catla,Catla,
18,Jammu & Kashmir,Srinagar,Srinagar,Fish,Freshwater,Trout,Snow Trout,
18,Jammu & Kashmir,Rajouri,Rajouri,Fish,Freshwater,Carp,Silver Carp,
18,Jammu & Kashmir,Rajouri,Rajouri,Fish,Seawater,Salmon,Indian Salmon,
18,Jammu & Kashmir,Pulwama,Pulwama,Fish,Freshwater,Trout,Brown Trout,
18,Jammu & Kashmir,Pulwama,Pulwama,Fish,Freshwater,Carp,Common Carp,
18,Jammu & Kashmir,Anantnag,Anantnag,Fish,Freshwater,Mahseer,Golden Mahseer,
18,Jammu & Kashmir,Anantnag,Anantnag,Fish,Freshwater,Rohu,Rohu,
18,Jammu & Kashmir,Jammu,Jammu,Flowers,Purple flowers,Crocus,Saffron Crocus,
18,Jammu & Kashmir,Jammu,Jammu,Flowers,Pink flowers,Lotus,Indian Lotus,
18,Jammu & Kashmir,Srinagar,Srinagar,Flowers,Yellow flowers,Tulip,Yellow Tulip,
18,Jammu & Kashmir,Srinagar,Srinagar,Flowers,Pink flowers,Rose,Kashmiri Rose,
18,Jammu & Kashmir,Rajouri,Rajouri,Flowers,Pink flowers,Tulip,Pink Tulip,
18,Jammu & Kashmir,Rajouri,Rajouri,Flowers,Pink flowers,Carnation,Carnation,
18,Jammu & Kashmir,Pulwama,Pulwama,Flowers,Purple flowers,Crocus,Saffron Crocus,
18,Jammu & Kashmir,Pulwama,Pulwama,Flowers,Red flowers,Tulip,Red Tulip,
18,Jammu & Kashmir,Anantnag,Anantnag,Flowers,Pink flowers,Rose,Kashmiri Rose,
18,Jammu & Kashmir,Anantnag,Anantnag,Flowers,Pink flowers,Lotus,Indian Lotus,
19,Himachal Pradesh,Kangra,Dharamshala,Fruits,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Fruits,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Fruits,,,,
19,Himachal Pradesh,Mandi,Mandi,Fruits,,,,
19,Himachal Pradesh,Mandi,Mandi,Fruits,,,,
19,Himachal Pradesh,Mandi,Mandi,Fruits,,,,
19,Himachal Pradesh,Shimla,Shimla,Fruits,,,,
19,Himachal Pradesh,Shimla,Shimla,Fruits,,,,
19,Himachal Pradesh,Shimla,Shimla,Fruits,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Fruits,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Fruits,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Fruits,,,,
19,Himachal Pradesh,Kullu,Manali,Fruits,,,,
19,Himachal Pradesh,Kullu,Manali,Fruits,,,,
19,Himachal Pradesh,Kullu,Manali,Fruits,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Vegetables,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Vegetables,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Vegetables,,,,
19,Himachal Pradesh,Mandi,Mandi,Vegetables,,,,
19,Himachal Pradesh,Mandi,Mandi,Vegetables,,,,
19,Himachal Pradesh,Mandi,Mandi,Vegetables,,,,
19,Himachal Pradesh,Shimla,Shimla,Vegetables,,,,
19,Himachal Pradesh,Shimla,Shimla,Vegetables,,,,
19,Himachal Pradesh,Shimla,Shimla,Vegetables,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Vegetables,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Vegetables,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Vegetables,,,,
19,Himachal Pradesh,Kullu,Manali,Vegetables,,,,
19,Himachal Pradesh,Kullu,Manali,Vegetables,,,,
19,Himachal Pradesh,Kullu,Manali,Vegetables,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Dairy products,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Dairy products,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Dairy products,,,,
19,Himachal Pradesh,Mandi,Mandi,Dairy products,,,,
19,Himachal Pradesh,Mandi,Mandi,Dairy products,,,,
19,Himachal Pradesh,Mandi,Mandi,Dairy products,,,,
19,Himachal Pradesh,Shimla,Shimla,Dairy products,,,,
19,Himachal Pradesh,Shimla,Shimla,Dairy products,,,,
19,Himachal Pradesh,Shimla,Shimla,Dairy products,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Dairy products,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Dairy products,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Dairy products,,,,
19,Himachal Pradesh,Kullu,Manali,Dairy products,,,,
19,Himachal Pradesh,Kullu,Manali,Dairy products,,,,
19,Himachal Pradesh,Kullu,Manali,Dairy products,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Grocery,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Grocery,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Grocery,,,,
19,Himachal Pradesh,Mandi,Mandi,Grocery,,,,
19,Himachal Pradesh,Mandi,Mandi,Grocery,,,,
19,Himachal Pradesh,Mandi,Mandi,Grocery,,,,
19,Himachal Pradesh,Shimla,Shimla,Grocery,,,,
19,Himachal Pradesh,Shimla,Shimla,Grocery,,,,
19,Himachal Pradesh,Shimla,Shimla,Grocery,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Grocery,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Grocery,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Grocery,,,,
19,Himachal Pradesh,Kullu,Manali,Grocery,,,,
19,Himachal Pradesh,Kullu,Manali,Grocery,,,,
19,Himachal Pradesh,Kullu,Manali,Grocery,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Bakery,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Bakery,,,,
19,Himachal Pradesh,Mandi,Mandi,Bakery,,,,
19,Himachal Pradesh,Mandi,Mandi,Bakery,,,,
19,Himachal Pradesh,Shimla,Shimla,Bakery,,,,
19,Himachal Pradesh,Shimla,Shimla,Bakery,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Bakery,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Bakery,,,,
19,Himachal Pradesh,Kullu,Manali,Bakery,,,,
19,Himachal Pradesh,Kullu,Manali,Bakery,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Meat,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Meat,,,,
19,Himachal Pradesh,Mandi,Mandi,Meat,,,,
19,Himachal Pradesh,Mandi,Mandi,Meat,,,,
19,Himachal Pradesh,Shimla,Shimla,Meat,,,,
19,Himachal Pradesh,Shimla,Shimla,Meat,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Meat,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Meat,,,,
19,Himachal Pradesh,Kullu,Manali,Meat,,,,
19,Himachal Pradesh,Kullu,Manali,Meat,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Fish,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Fish,,,,
19,Himachal Pradesh,Mandi,Mandi,Fish,,,,
19,Himachal Pradesh,Mandi,Mandi,Fish,,,,
19,Himachal Pradesh,Shimla,Shimla,Fish,,,,
19,Himachal Pradesh,Shimla,Shimla,Fish,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Fish,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Fish,,,,
19,Himachal Pradesh,Kullu,Manali,Fish,,,,
19,Himachal Pradesh,Kullu,Manali,Fish,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Flowers,,,,
19,Himachal Pradesh,Kangra,Dharamshala,Flowers,,,,
19,Himachal Pradesh,Mandi,Mandi,Flowers,,,,
19,Himachal Pradesh,Mandi,Mandi,Flowers,,,,
19,Himachal Pradesh,Shimla,Shimla,Flowers,,,,
19,Himachal Pradesh,Shimla,Shimla,Flowers,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Flowers,,,,
19,Himachal Pradesh,Hamirpur,Hamirpur,Flowers,,,,
19,Himachal Pradesh,Kullu,Manali,Flowers,,,,
19,Himachal Pradesh,Kullu,Manali,Flowers,,,,
20,Uttarakhand,Haridwar,Haridwar,Fruits,,,,
20,Uttarakhand,Haridwar,Haridwar,Fruits,,,,
20,Uttarakhand,Haridwar,Haridwar,Fruits,,,,
20,Uttarakhand,Dehradun,Dehradun,Fruits,,,,
20,Uttarakhand,Dehradun,Dehradun,Fruits,,,,
20,Uttarakhand,Dehradun,Dehradun,Fruits,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fruits,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fruits,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fruits,,,,
20,Uttarakhand,Nainital,Haldwani,Fruits,,,,
20,Uttarakhand,Nainital,Haldwani,Fruits,,,,
20,Uttarakhand,Nainital,Haldwani,Fruits,,,,
20,Uttarakhand,Almora,Rishikesh,Fruits,,,,
20,Uttarakhand,Almora,Rishikesh,Fruits,,,,
20,Uttarakhand,Almora,Rishikesh,Fruits,,,,
20,Uttarakhand,Haridwar,Haridwar,Vegetables,,,,
20,Uttarakhand,Haridwar,Haridwar,Vegetables,,,,
20,Uttarakhand,Haridwar,Haridwar,Vegetables,,,,
20,Uttarakhand,Dehradun,Dehradun,Vegetables,,,,
20,Uttarakhand,Dehradun,Dehradun,Vegetables,,,,
20,Uttarakhand,Dehradun,Dehradun,Vegetables,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Vegetables,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Vegetables,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Vegetables,,,,
20,Uttarakhand,Nainital,Haldwani,Vegetables,,,,
20,Uttarakhand,Nainital,Haldwani,Vegetables,,,,
20,Uttarakhand,Nainital,Haldwani,Vegetables,,,,
20,Uttarakhand,Almora,Rishikesh,Vegetables,,,,
20,Uttarakhand,Almora,Rishikesh,Vegetables,,,,
20,Uttarakhand,Almora,Rishikesh,Vegetables,,,,
20,Uttarakhand,Haridwar,Haridwar,Dairy products,,,,
20,Uttarakhand,Haridwar,Haridwar,Dairy products,,,,
20,Uttarakhand,Haridwar,Haridwar,Dairy products,,,,
20,Uttarakhand,Dehradun,Dehradun,Dairy products,,,,
20,Uttarakhand,Dehradun,Dehradun,Dairy products,,,,
20,Uttarakhand,Dehradun,Dehradun,Dairy products,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Dairy products,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Dairy products,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Dairy products,,,,
20,Uttarakhand,Nainital,Haldwani,Dairy products,,,,
20,Uttarakhand,Nainital,Haldwani,Dairy products,,,,
20,Uttarakhand,Nainital,Haldwani,Dairy products,,,,
20,Uttarakhand,Almora,Rishikesh,Dairy products,,,,
20,Uttarakhand,Almora,Rishikesh,Dairy products,,,,
20,Uttarakhand,Almora,Rishikesh,Dairy products,,,,
20,Uttarakhand,Haridwar,Haridwar,Grocery,,,,
20,Uttarakhand,Haridwar,Haridwar,Grocery,,,,
20,Uttarakhand,Haridwar,Haridwar,Grocery,,,,
20,Uttarakhand,Dehradun,Dehradun,Grocery,,,,
20,Uttarakhand,Dehradun,Dehradun,Grocery,,,,
20,Uttarakhand,Dehradun,Dehradun,Grocery,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Grocery,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Grocery,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Grocery,,,,
20,Uttarakhand,Nainital,Haldwani,Grocery,,,,
20,Uttarakhand,Nainital,Haldwani,Grocery,,,,
20,Uttarakhand,Nainital,Haldwani,Grocery,,,,
20,Uttarakhand,Almora,Rishikesh,Grocery,,,,
20,Uttarakhand,Almora,Rishikesh,Grocery,,,,
20,Uttarakhand,Almora,Rishikesh,Grocery,,,,
20,Uttarakhand,Haridwar,Haridwar,Bakery,,,,
20,Uttarakhand,Haridwar,Haridwar,Bakery,,,,
20,Uttarakhand,Dehradun,Dehradun,Bakery,,,,
20,Uttarakhand,Dehradun,Dehradun,Bakery,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Bakery,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Bakery,,,,
20,Uttarakhand,Nainital,Haldwani,Bakery,,,,
20,Uttarakhand,Nainital,Haldwani,Bakery,,,,
20,Uttarakhand,Almora,Rishikesh,Bakery,,,,
20,Uttarakhand,Almora,Rishikesh,Bakery,,,,
20,Uttarakhand,Haridwar,Haridwar,Meat,,,,
20,Uttarakhand,Haridwar,Haridwar,Meat,,,,
20,Uttarakhand,Dehradun,Dehradun,Meat,,,,
20,Uttarakhand,Dehradun,Dehradun,Meat,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Meat,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Meat,,,,
20,Uttarakhand,Nainital,Haldwani,Meat,,,,
20,Uttarakhand,Nainital,Haldwani,Meat,,,,
20,Uttarakhand,Almora,Rishikesh,Meat,,,,
20,Uttarakhand,Almora,Rishikesh,Meat,,,,
20,Uttarakhand,Haridwar,Haridwar,Fish,,,,
20,Uttarakhand,Haridwar,Haridwar,Fish,,,,
20,Uttarakhand,Dehradun,Dehradun,Fish,,,,
20,Uttarakhand,Dehradun,Dehradun,Fish,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fish,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fish,,,,
20,Uttarakhand,Nainital,Haldwani,Fish,,,,
20,Uttarakhand,Nainital,Haldwani,Fish,,,,
20,Uttarakhand,Almora,Rishikesh,Fish,,,,
20,Uttarakhand,Almora,Rishikesh,Fish,,,,
20,Uttarakhand,Haridwar,Haridwar,Flowers,,,,
20,Uttarakhand,Haridwar,Haridwar,Flowers,,,,
20,Uttarakhand,Dehradun,Dehradun,Flowers,,,,
20,Uttarakhand,Dehradun,Dehradun,Flowers,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Flowers,,,,
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Flowers,,,,
20,Uttarakhand,Nainital,Haldwani,Flowers,,,,
20,Uttarakhand,Nainital,Haldwani,Flowers,,,,
20,Uttarakhand,Almora,Rishikesh,Flowers,,,,
20,Uttarakhand,Almora,Rishikesh,Flowers,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Fruits,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Fruits,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Fruits,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Fruits,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Fruits,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Fruits,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Fruits,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Fruits,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Fruits,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Fruits,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Fruits,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Fruits,,,,
21,Uttar Pradesh,Agra,Agra,Fruits,,,,
21,Uttar Pradesh,Agra,Agra,Fruits,,,,
21,Uttar Pradesh,Agra,Agra,Fruits,,,,
21,Uttar Pradesh,Meerut,Meerut,Fruits,,,,
21,Uttar Pradesh,Meerut,Meerut,Fruits,,,,
21,Uttar Pradesh,Meerut,Meerut,Fruits,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Vegetables,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Vegetables,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Vegetables,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Vegetables,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Vegetables,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Vegetables,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Vegetables,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Vegetables,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Vegetables,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Vegetables,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Vegetables,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Vegetables,,,,
21,Uttar Pradesh,Agra,Agra,Vegetables,,,,
21,Uttar Pradesh,Agra,Agra,Vegetables,,,,
21,Uttar Pradesh,Agra,Agra,Vegetables,,,,
21,Uttar Pradesh,Meerut,Meerut,Vegetables,,,,
21,Uttar Pradesh,Meerut,Meerut,Vegetables,,,,
21,Uttar Pradesh,Meerut,Meerut,Vegetables,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Dairy products,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Dairy products,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Dairy products,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Dairy products,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Dairy products,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Dairy products,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Dairy products,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Dairy products,,,,
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Dairy products,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Dairy products,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Dairy products,,,,
21,Uttar Pradesh,Bareilly,Bareilly,Dairy products,,,,
21,Uttar Pradesh,Agra,Agra,Dairy products,,,,
21,Uttar Pradesh,Agra,Agra,Dairy products,,,,
21,Uttar Pradesh,Agra,Agra,Dairy products,,,,
21,Uttar Pradesh,Meerut,Meerut,Dairy products,,,,
21,Uttar Pradesh,Meerut,Meerut,Dairy products,,,,
21,Uttar Pradesh,Meerut,Meerut,Dairy products,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Grocery,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Grocery,,,,
21,Uttar Pradesh,Allahabad,Pragyaraj,Grocery,,,,
21,Uttar Pradesh,Lucknow,Lucknow,Grocery,,,,
